,time_scraped,time_published,source,title,link,text
1220,"11/24/2020, 17:00:06","11/23/2020, 04:00:00",BusinessJournal,Dream Getaways: $27.5M Scottsdale mansion tops list of most expensive homes listed in Arizona,https://www.bizjournals.com/twincities/news/2020/11/22/scottsdale-luxury-home-listed-for.html?ana=brss_1028,The luxury real estate broker who sold a home for a record-breaking $24.1 million in October has another Valley residence listed for $27.5 million — which if sold would break her own record.
1223,"11/24/2020, 17:00:06","11/22/2020, 17:55:16",BusinessJournal,40 Under 40 honoree: Vyasa Sai with Intel Corp.,https://www.bizjournals.com/sacramento/news/2020/11/22/40-under-40-honoree-vyasa-sai-with-intel-corp.html?ana=brss_1028,"Vyasa Sai's scientific research has garnered international recognition, including receiving the 2018 AIM Global Ted Williams Award, for his contributions to the development of the mobility industry."
1224,"11/24/2020, 17:00:06","11/22/2020, 17:37:55",BusinessJournal,Dallas fintech company sees strong growth as life insurance demand rises,https://www.bizjournals.com/dallas/news/2020/11/22/bestow-life-insurance-dallas.html?ana=brss_1028,Bestow is ramping up sales and adding employees as 2020 helps accelerates demand.
1240,"11/24/2020, 17:00:15","11/23/2020, 00:00:00",vcaonline,"(Transition News) Mike Butler Joins Welsh, Carson, Anderson & Stowe As An Operating Partner in the Firm's Healthcare Group",https://www.vcaonline.com/news/news.asp?ID=2020112326,
1251,"11/24/2020, 17:00:20","11/24/2020, 11:18:11",PEHub,TriStruX secures loan from Hunter Street and Five Crowns,https://www.pehub.com/tristrux-secures-loan-from-hunter-street-and-five-crowns/,"Hunter Street Partners and Five Crowns have provided an $11 million loan to TriStruX, a wireless and telecommunication company."
1253,"11/24/2020, 17:00:20","11/24/2020, 10:22:53",PEHub,Genesis Park SPAC goes public,https://www.pehub.com/genesis-park-spac-goes-public/,"Genesis Park Acquisition Corp, an aviation industry-focused blank check company sponsored by Genesis Park, has gone public after pricing its 15 million shares at $10 per share."
1272,"11/24/2020, 17:00:27","11/23/2020, 13:51:31",PEHub,Provenance backs underwear and loungewear brand MeUndies,https://www.pehub.com/provenance-backs-underwear-and-loungewear-brand-meundies/,Provenance has invested $40 million in MeUndies.
1335,"11/24/2020, 17:00:42","11/24/2020, 00:00:00",PEProfessional,Chicago Pros Form Turnout Capital,https://peprofessional.com/2020/11/chicago-pros-form-turnout-capital/,"Turnout Capital, a new lower middle-market private equity firm, has been formed to invest junior capital in small, growing businesses across a range of sectors. Turnout makes both control and non-control investments of subordinated debt and equity in North American-based companies with $5 million to $50 million of annual revenue and at least $1 million […]"
1337,"11/24/2020, 17:00:42","11/23/2020, 00:00:00",PEProfessional,Live Cat Bounce,https://peprofessional.com/2020/11/live-cat-bounce/,"Transactions completed in the third quarter of 2020 suggest a market stunned by the pandemic, but with a cat-like capacity to land on its feet. GF Data’s 228 active private equity contributors completed 50 transactions in the quarter meeting the data tracking firm’s parameters – Total Enterprise Value (TEV) of $10 million to $250 million […]"
1372,"11/24/2020, 17:01:24","11/24/2020, 00:00:00",Crunchbase News-Startups,Fundraising In A Pandemic: Why A Fresh Strategy Is Imperative For Startups,https://news.crunchbase.com/news/fundraising-in-a-pandemic/,"F3, a new social app aimed at Generation Z, has raised a $3.9 million seed round led by the Mamba dating network, the company announced Tuesday."
1393,"11/24/2020, 17:01:26","11/20/2020, 00:00:00",Crunchbase News-Public,These Tech Companies Have Added Over $90B In Valuation Since Going Public Recently,https://news.crunchbase.com/news/these-tech-companies-have-added-over-90b-in-valuation-since-going-public-recently/,"Wish revealed in its IPO filing that it is quite cash wealthy, with about $1.1 billion in cash, cash equivalents and marketable securities."
1421,"11/30/2020, 16:53:58","11/27/2020, 14:01:18",FinSME,OpenView Venture Partners Adds Sanjiv Kalevar,https://www.finsmes.com/2020/11/openview-venture-partners-adds-sanjiv-kalevar.html,"OpenView Venture Partners, a Boston, MA – based venture capital firm focused on business software, added Sanjiv Kalevar to its investment team. With capital to invest from recently announced Fund VI, Kalevar will lead investments and further build the firm’s portfolio of expansion-stage SaaS companies. Sanjiv Kalevar brings a wealth of business software investing experience, joining OpenView [&#8230;]The post OpenView Venture Partners Adds Sanjiv Kalevar appeared first on FinSMEs."
1430,"11/30/2020, 16:53:59","11/30/2020, 18:53:00",Businesswire Merger,RELATIF A LA MISE EN OEUVRE DU RETRAIT OBLIGATOIRE VISANT LES ACTIONS ET LES BONS DE SOUSCRIPTION D’ACTIONS RACHETABLES DE LA SOCIETE MEDIAWAN CONSECUTIVEMENT A L’OFFRE PUBLIQUE D’ACHAT INITIEE PAR BIDCO BRETEUIL,http://www.businesswire.com/news/home/20201130005835/fr/,"PARIS--(BUSINESS WIRE)--Regulatory News: Mediawan (Paris:MDW): MONTANT DE L’INDEMNISATION : 12 euros par action Mediawan 0,65 euro par bon de souscription d’action rachetable (« BSAR ») Mediawan Le présent communiqué a été établi et diffusé par BidCo Breteuil en application des dispositions de l’article 237-3 III du règlement général de l’Autorité des marchés financiers (« AMF ») et de l’article 9 de l’instruction n°2006-07 de l’AMF relative aux offres publiques d’acquisition. Société visée : M"
1450,"11/30/2020, 16:53:59","11/30/2020, 20:00:00",Businesswire Funding,Commonwealth Care Alliance® Launches Quality Initiative Program to Improve Care for Seniors with Chronic Health Needs,http://www.businesswire.com/news/home/20201130005873/en/Commonwealth-Care-Alliance%C2%AE-Launches-Quality-Initiative-Program-to-Improve-Care-for-Seniors-with-Chronic-Health-Needs/,"BOSTON--(BUSINESS WIRE)--Commonwealth Care Alliance® (CCA) will offer up to $1.05 million in funds to Massachusetts Federally Qualified Health Centers (FQHCs) for initiatives aimed at improving quality of care for high-cost, high-need individuals, especially those over the age of 65. CCA, a not-for-profit community healthcare organization that provides and coordinates care for individuals with significant medical, behavioral health and social needs, including those with disabilities, is launchi"
1470,"11/30/2020, 16:54:00","11/30/2020, 19:43:02",Techcruch,5 reasons you don’t want to miss out on TC Sessions: Space 2020,http://feedproxy.google.com/~r/Techcrunch/~3/_kPhcaIIToM/,"We’re just about two weeks away from launching TC Sessions: Space 2020, our first focused foray into early-stage space startups and the essential satellite industries that support them. Buy your pass and join us on December 16-17 for two days packed with all the right stuff, including untapped opportunity. Still looking for a reason to [&#8230;]"
1471,"11/30/2020, 16:54:00","11/30/2020, 18:46:14",Techcruch,Reminder: Last chance to save 25% on Extra Crunch membership,http://feedproxy.google.com/~r/Techcrunch/~3/6IIo4O-Vsro/,"Today is the final day of the Green Days Sale. Don&#8217;t miss out on an opportunity to save 25% on annual Extra Crunch membership. You can claim the deal here. Extra Crunch helps you spot technology trends and opportunities, build better startups, get ahead at your job and stay connected to a growing community of founders, [&#8230;]"
1510,"11/30/2020, 16:54:01","11/30/2020, 09:57:46",Venturebeat,China drives 5G demand for Sweden’s Ericsson,https://venturebeat.com/2020/11/30/china-drives-5g-demand-for-swedens-ericsson/,"Ericsson raised its global forecast for 5G mobile subscriptions to 220 million by the end of this year, citing faster uptake in China."
1513,"11/30/2020, 16:54:01","11/26/2020, 15:14:11",Venturebeat,How Ubiq Security uses APIs to simplify data protection,https://venturebeat.com/2020/11/26/how-ubiq-security-uses-apis-to-simplify-data-protection/,Ubiq Security raised a $6.4 million seed round to develop APIs that simplify the task of building encryption into applications.
1517,"11/30/2020, 16:54:01","11/30/2020, 21:30:00",PRNewswire -All News Releases,Kroger Family of Companies' Associates Ratify Agreement with 20 UFCW Local Unions to Improve Security and Stability of Future Pension Benefits,https://www.prnewswire.com:443/news-releases/kroger-family-of-companies-associates-ratify-agreement-with-20-ufcw-local-unions-to-improve-security-and-stability-of-future-pension-benefits-301181893.html,"CINCINNATI, Nov. 30, 2020 /PRNewswire/ -- The Kroger Co. (NYSE: KR) announced today that associates across 14 divisions have ratified an agreement with 20 local unions of the United Food and Commercial Workers (UFCW) to withdraw from the UFCW International Union-Industry Pension Fund..."
1524,"11/30/2020, 16:54:01","11/30/2020, 21:19:00",PRNewswire -All News Releases,AGC Biologics to Expand Biopharmaceutical CDMO Capacity,https://www.prnewswire.com:443/news-releases/agc-biologics-to-expand-biopharmaceutical-cdmo-capacity-301181903.html,"SEATTLE, Nov. 30, 2020 /PRNewswire/ -- AGC Biologics announced that it will increase the production capacity of its Copenhagen facility. AGC Biologics will construct a new building on land adjacent to its current Copenhagen site, adding production floors with 2000L single-use bioreactors,..."
1527,"11/30/2020, 16:54:01","11/30/2020, 21:15:00",PRNewswire -All News Releases,Stepan Names Scott Behrens President &amp; Chief Operating Officer,https://www.prnewswire.com:443/news-releases/stepan-names-scott-behrens-president--chief-operating-officer-301181845.html,"NORTHFIELD, Ill., Nov. 30, 2020 /PRNewswire/ -- Stepan Company (NYSE: SCL) today announced that Scott Behrens will become President and Chief Operating Officer effective as of January 1, 2021. During Scott's more than 25-year career with Stepan Company he has held a series of leadership..."
1532,"11/30/2020, 16:54:02","11/30/2020, 16:47:00",PRNewswire -Auto & Transportation,Perfect World Group explora el nuevo mercado de la cultura y el turismo a lo largo del Gran Canal,https://www.prnewswire.com:443/news-releases/perfect-world-group-explora-el-nuevo-mercado-de-la-cultura-y-el-turismo-a-lo-largo-del-gran-canal-849513671.html,"SANYA, China, 30 de noviembre de 2020 /PRNewswire/ -- Perfect World Investment & Holding Group (Perfect World Group) prometió empoderar la construcción cultural del Gran Canal con un ""pensamiento creativo"". El comunicado se lanzó el 15 de noviembre en la ciudad de Sanya de la provincia de..."
1534,"11/30/2020, 16:54:02","11/30/2020, 21:00:00",PRNewswire -Business Technology,Noah Holdings Limited Announces Unaudited Financial Results for the Third Quarter of 2020,https://www.prnewswire.com:443/news-releases/noah-holdings-limited-announces-unaudited-financial-results-for-the-third-quarter-of-2020-301181516.html,"SHANGHAI, Nov. 30, 2020 /PRNewswire/ -- Noah Holdings Limited (""Noah"" or the ""Company"") (NYSE: NOAH), a leading wealth and asset management service provider in China with a focus on global investment and asset allocation services for high net worth individuals and enterprises, today..."
1538,"11/30/2020, 16:54:02","11/30/2020, 21:05:00",PRNewswire -Consumer Products & Retail,4Front Announces Third Quarter 2020 Results and Business Update,https://www.prnewswire.com:443/news-releases/4front-announces-third-quarter-2020-results-and-business-update-301181889.html,"Q3 Systemwide Pro Forma Revenue increased 18% quarter-over-quarter to $22.3 million, 170% year-over-year – Company became cash flow positive from operations in August Company sale leaseback transaction with Innovative Industrial Properties scheduled to close within two weeks. As a result..."
1541,"11/30/2020, 16:54:02","11/30/2020, 18:27:00",PRNewswire -Consumer Products & Retail,"Packaged Facts: Millennials and Gen Z are Prime Consumers of Plant-Based Meat, Poultry, and Seafood",https://www.prnewswire.com:443/news-releases/packaged-facts-millennials-and-gen-z-are-prime-consumers-of-plant-based-meat-poultry-and-seafood-301170148.html,"ROCKVILLE, Md., Nov. 30, 2020 /PRNewswire/ -- Food and beverage companies nationwide are increasingly investing in plant-based meat alternatives to satiate growing consumer demand for protein not sourced from animals. But who exactly are the primary consumers of such products? Evidently..."
1544,"11/30/2020, 16:54:03","11/30/2020, 16:00:00",PRNewswire -Energy,Global Air Purifiers Market Report 2020: Market Trends and Strategies 2015-2030,https://www.prnewswire.com:443/news-releases/global-air-purifiers-market-report-2020-market-trends-and-strategies-2015-2030-301181610.html,"DUBLIN, Nov. 30, 2020 /PRNewswire/ -- The ""Air Purifiers Global Market Opportunities and Strategies to 2030: COVID-19 Growth and Change"" report has been added to ResearchAndMarkets.com's offering. The global air purifiers market reached a value of nearly $1,559.8.0 million in 2019, having..."
1548,"11/30/2020, 16:54:03","11/30/2020, 13:48:00",PRNewswire -Environ­ment,The Moore Institute for Plastic Pollution Research - Captain Charles Moore's New Nonprofit to Support State of California Safe Drinking Water Study,https://www.prnewswire.com:443/news-releases/the-moore-institute-for-plastic-pollution-research---captain-charles-moores-new-nonprofit-to-support-state-of-california-safe-drinking-water-study-301181403.html,"LONG BEACH, Calif., Nov. 30, 2020 /PRNewswire/ -- The presence of microplastics in tap and bottled water has raised the alarm throughout the scientific community as well as the governmental sector worldwide, prompting the State of California to initiate a methods development study in..."
1553,"11/30/2020, 16:54:04","11/30/2020, 21:15:00",PRNewswire -Financial Services & Investing,"Texans Want More from Health Insurance Companies, New Survey Shows",https://www.prnewswire.com:443/news-releases/texans-want-more-from-health-insurance-companies-new-survey-shows-301181902.html,"DENVER, Nov. 30, 2020 /PRNewswire/ -- Friday Health Plans, the health insurance company designed for people who buy their own insurance and the newest carrier to seven major cities across Texas, announced today the findings of their survey on Texas residents' health habits and perceptions..."
1555,"11/30/2020, 16:54:04","11/30/2020, 15:19:00",PRNewswire -Heavy Industry & Manufacturing,"Mitchell Institute Launches ""Aerospace Advantage"" Podcast",https://www.prnewswire.com:443/news-releases/mitchell-institute-launches-aerospace-advantage-podcast-301181656.html,"ARLINGTON, Va., Nov. 30, 2020 /PRNewswire/ -- The Mitchell Institute for Aerospace Studies will release the first in a new podcast series titled The Aerospace Advantage on Monday, Nov. 30. Hosted by former Air Force Weapons School instructor and Thunderbird pilot Lt Col (ret.) John..."
1557,"11/30/2020, 16:54:04","11/30/2020, 20:10:00",PRNewswire -Health,40+ Health Systems Begin New Partnerships with Medline in 2020,https://www.prnewswire.com:443/news-releases/40-health-systems-begin-new-partnerships-with-medline-in-2020-301181859.html,"NORTHFIELD, Ill., Nov. 30, 2020 /PRNewswire/ -- Medline today announced it is on track to complete prime vendor implementations worth over $1 billion in supplies sales at more than 40 health systems since the start of the COVID-19 pandemic in March. This comes on top of $2.5 billion in..."
1566,"11/30/2020, 16:54:05","11/29/2020, 19:07:00",PRNewswire -Sports,Vuse anuncia la asociación global con la galardonada banda Rudimental,https://www.prnewswire.com:443/news-releases/vuse-anuncia-la-asociacion-global-con-la-galardonada-banda-rudimental-860914620.html,"Vuse reúne a dos de sus socios globales del mundo de la música y el automovilismo, Rudimental y McLaren Racing, como parte de su serie 'Rutas de inspiración' para impulsar la notoriedad global de la marca LONDRES, 29 de noviembre de 2020 /PRNewswire/ -- Vuse se ha asociado con la..."
1567,"11/30/2020, 16:54:05","11/29/2020, 19:06:00",PRNewswire -Sports,Vuse anuncia alianza global con la galardonada banda Rudimental,https://www.prnewswire.com:443/news-releases/vuse-anuncia-alianza-global-con-la-galardonada-banda-rudimental-834506604.html,"Vuse reúne dos de sus aliados internacionales del mundo de la música y los deportes a motor; Rudimental y McLaren Racing, como parte de su serie ""Routes of Inspiration"" (Rutas de inspiración) para impulsar la marca a nivel mundial LONDRES, 29 de noviembre de 2020 /PRNewswire/ -- Como..."
1572,"11/30/2020, 16:54:06","11/30/2020, 21:05:42",BusinessJournal,Simple X readies launch of e-learning platform,https://www.bizjournals.com/portland/news/2020/11/30/simple-x-readies-launch-of-e-learning-platform.html?ana=brss_1028,"The professional development organization for Black professionals and allies will soon offer online workshops in topics such as personal finance, resume building and salary negotiation."
1574,"11/30/2020, 16:54:06","11/30/2020, 20:57:07",BusinessJournal,Canadian investor purchases four Prairie Village apartment communities from Lane4,https://www.bizjournals.com/kansascity/news/2020/11/30/prairie-village-corinth-apartments-portfolio.html?ana=brss_1028,The nearly $40 million transaction with Lane4 Property Group Inc. represents Avenue Living Asset Management's largest investment to date over its 15-year history.
1575,"11/30/2020, 16:54:06","11/30/2020, 20:50:21",BusinessJournal,Second surge: More hotel closures a looming threat,https://www.bizjournals.com/sanantonio/news/2020/11/30/second-surge-more-hotel-closures-a-looming-threat.html?ana=brss_1028,More than a third of hotel operators indicated that their situation is so dire they may face bankruptcy or be forced to sell by the end of this year without federal help.
1577,"11/30/2020, 16:54:06","11/30/2020, 20:47:41",BusinessJournal,Vista Equity Partners takes Gainsight in $1.1B deal,https://www.bizjournals.com/austin/news/2020/11/30/st-louis-founded-startup-acquired-for-1-1b.html?ana=brss_1028,A customer success startup in San Francisco has been acquired for $1.1 billion and cemented its status as a “unicorn” — a company valued at more than $1 billion.
1579,"11/30/2020, 16:54:06","11/30/2020, 20:38:03",BusinessJournal,"Aurora Health Care, Children's disclose price increases for 2021",https://www.bizjournals.com/milwaukee/news/2020/11/30/aurora-health-care-childrens-disclose-price.html?ana=brss_1028,Aurora Health Care will raise list prices at its Milwaukee-area hospitals by about 4.5% in 2021 and Children’s Wisconsin by 4% — matching their price increases for 2020.
1583,"11/30/2020, 16:54:06","11/30/2020, 20:26:00",BusinessJournal,See inside: Super Nintendo World shares peek at what to expect when it debuts,https://www.bizjournals.com/orlando/news/2020/11/30/check-out-universals-super-nintendo-world.html?ana=brss_1028,The new theme park land will open in Japan before coming to other worldwide parks — including Orlando — in the future.
1585,"11/30/2020, 16:54:06","11/30/2020, 20:21:45",BusinessJournal,New WeHo Opportunity Zone apartment project to open in 2022,https://www.bizjournals.com/nashville/news/2020/11/30/standard-assembly.html?ana=brss_1028,"After a land deal last year, mixed-use project Standard Assembly is under construction and set to open in 2022."
1586,"11/30/2020, 16:54:06","11/30/2020, 20:19:08",BusinessJournal,"Nonprofit that focuses on low-dollar consumer loans expands to Texas, with help from Chase",https://www.bizjournals.com/dallas/news/2020/11/30/chase-capital-good-fund.html?ana=brss_1028,"Capital Good Fund, a Rhode Island-based nonprofit, hopes to make 1,000 loans in its first year in Texas."
1587,"11/30/2020, 16:54:06","11/30/2020, 20:13:40",BusinessJournal,Old Salem prepares to send out RFPs for three properties to real estate agents,https://www.bizjournals.com/triad/news/2020/11/30/old-salem-prepares-to-send-out-rfps-to-realtors.html?ana=brss_1028,Proceeds will go to preservation fund.
1588,"11/30/2020, 16:54:06","11/30/2020, 20:04:25",BusinessJournal,Center for Economic Inclusion summit to feature Pulitzer Prize-winning author of the 1619 Project,https://www.bizjournals.com/twincities/news/2020/11/30/center-for-economic-inclusion-summit.html?ana=brss_1028,A Twin Cities organization dedicated to closing the racial wealth gap and advancing inclusive economic growth in the region has landed a Pulitzer Prize-winning writer to star in its annual summit scheduled for later this week.
1590,"11/30/2020, 16:54:06","11/30/2020, 19:56:08",BusinessJournal,"Crane Watch: Gate gas station, new warehouse top week's $18M in permits",https://www.bizjournals.com/jacksonville/news/2020/11/30/crane-watch-gate-gas-station-18m-permits.html?ana=brss_1028,"Approximately $18.7 million of work was approved across 412 permits for the week starting Nov. 23. Removing single family, townhouse, duplex and condo permits leaves 63 permits totaling $5.9 million."
1591,"11/30/2020, 16:54:06","11/30/2020, 19:56:05",BusinessJournal,"Key International, Integra break ground on Boca Beach House Luxury Residences & Marina",https://www.bizjournals.com/southflorida/news/2020/11/30/boca-raton-condo-breaks-ground-with-43m-loan.html?ana=brss_1028,The condos start at $2.5 million.
1592,"11/30/2020, 16:54:06","11/30/2020, 19:54:26",BusinessJournal,"These 60 Philadelphia restaurants received $5,000 winterization grants from DoorDash",https://www.bizjournals.com/philadelphia/news/2020/11/30/philadelphia-winterization-grants-doordash.html?ana=brss_1028,"The funds can go toward costs associated with retrofitting outdoor dining spaces for cold weather, like heat lamps and associated personal protective equipment."
1593,"11/30/2020, 16:54:06","11/30/2020, 19:48:27",BusinessJournal,New warehouse being built for tenant at Cecil Airport,https://www.bizjournals.com/jacksonville/news/2020/11/30/jaa-nov-2020-board-meeting.html?ana=brss_1028,The lease was approved at an Aviation Authority meeting that saw the CEO get a raise.
1599,"11/30/2020, 16:54:06","11/30/2020, 19:29:44",BusinessJournal,How Churchill Borough's leadership did a complete change in thinking to allow a new e-commerce distribution center,https://www.bizjournals.com/pittsburgh/news/2020/11/30/churchill-approves-zoning-text-amendment.html?ana=brss_1028,Churchill bows to reality of remediation costs of long dormant former Westinghouse property that Hillwood Development Co. proposes to transform into a new $300 million e-commerce distribution facility.
1607,"11/30/2020, 16:54:06","11/30/2020, 18:48:52",BusinessJournal,Shareholders of big Pittsburgh bank to vote on proposal for issuance of 19.99% of its outstanding common stock,https://www.bizjournals.com/pittsburgh/news/2020/11/30/tristate-shareholders-voting-on-stock-issuance.html?ana=brss_1028,TriState says in SEC filing that proposal is in connection with agreement with private equity firm for common equity raise.
1609,"11/30/2020, 16:54:06","11/30/2020, 18:48:21",BusinessJournal,"Ten office, apartment towers plus theater planned at Hall Park in Frisco",https://www.bizjournals.com/dallas/news/2020/11/30/hall-office-park.html?ana=brss_1028,"The new towers could add nearly 1.7 million square feet of office space and 1,500 residential units in Frisco."
1616,"11/30/2020, 16:54:06","11/30/2020, 17:44:02",BusinessJournal,Cinedigm adds a thousand hours of content to capitalize on holiday ad spending,https://www.bizjournals.com/losangeles/news/2020/11/30/cinedigm-adds-thousand-hours-content.html?ana=brss_1028,The portfolio includes more than 450 films and more than 70 TV series.
1619,"11/30/2020, 16:54:06","11/30/2020, 17:38:30",BusinessJournal,More than $100M in contracts issued for Waukesha water project as workers start laying pipe,https://www.bizjournals.com/milwaukee/news/2020/11/30/more-than-100m-in-contracts-waukesha-water-project.html?ana=brss_1028,"The new $286 million drinking water system will have underground pipe crossing eight municipalities, carrying Lake Michigan water the city of Milwaukee will sell to Waukesha, and returning it to the lake via the Root River."
1623,"11/30/2020, 16:54:06","11/30/2020, 17:07:07",BusinessJournal,U.S. Steel closes on $63.4M in green bonds for Fairfield project,https://www.bizjournals.com/birmingham/news/2020/11/30/u-s-steel-closes-on.html?ana=brss_1028,U.S. Steel has closed on more than $60 million in green bonds to support its EAF project in Fairfield.
1628,"11/30/2020, 16:54:06","11/30/2020, 16:14:23",BusinessJournal,Plans for life sciences project approved for rare developable chunk in Mission Bay,https://www.bizjournals.com/sanfrancisco/news/2020/11/30/project-plans-approved-for-last-developable-chunk.html?ana=brss_1028,The location at 1450 Owens St. — now set for a seven story building — is one of the last unplanned and vacant plots of land that can be developed in the Mission Bay neighborhood.
1636,"11/30/2020, 16:54:06","11/30/2020, 14:19:22",BusinessJournal,RELOCATION STATION: Economic development chief discusses HQ opportunities in Dallas,https://www.bizjournals.com/dallas/news/2020/11/30/dr-eric-johnson-dallas-edc-q-a.html?ana=brss_1028,Tens of millions of square feet in development opportunities exist throughout the city of Dallas for the next big relocation.
1637,"11/30/2020, 16:54:06","11/30/2020, 14:00:00",BusinessJournal,"After expansion to Cincinnati, PSC Crane & Rigging sees major growth potential",https://www.bizjournals.com/dayton/news/2020/11/30/psc-crane-and-rigging-business-of-the-year-2020.html?ana=brss_1028,"Now in its fourth generation of family ownership, PSC Crane is making big moves to expand its footprint throughout the Buckeye State."
1639,"11/30/2020, 16:54:06","11/30/2020, 13:39:32",BusinessJournal,Not-for-profit pays $6M for Southside medical office,https://www.bizjournals.com/jacksonville/news/2020/11/30/not-for-profit-pays-6m-for-southside-medical.html?ana=brss_1028,"Two not-for-profit companies exchanged a Southside medical office property for more than $6 million in a recent transaction, according to county records."
1648,"11/30/2020, 16:54:06","11/30/2020, 12:49:56",BusinessJournal,Pittsburgh's biggest private equity firm announces two deals,https://www.bizjournals.com/pittsburgh/news/2020/11/30/incline-announces-two-deals.html?ana=brss_1028,Incline Equity Partners invested in Wholesale Supplies Plus last year through its Elevate fund.
1652,"11/30/2020, 16:54:06","11/30/2020, 12:30:00",BusinessJournal,"Fine-jewelry store opens in Eastover, looks to fill niche in Charlotte market",https://www.bizjournals.com/charlotte/news/2020/11/30/fine-jewelry-venture-tiny-gods-opens-in-eastover.html?ana=brss_1028,Fine-jewelry sales are up — and Mary Margaret Beaver is seizing the moment with her own retail venture. Tiny Gods opened Friday in Eastover.
1658,"11/30/2020, 16:54:06","11/30/2020, 11:26:52",BusinessJournal,International private equity firm opens Cincinnati office,https://www.bizjournals.com/cincinnati/news/2020/11/30/huge-private-equity-firm-opens-cincinnati-office.html?ana=brss_1028,A large international private equity firm has hired a Cincinnati finance pro and opened a local office to provide debt capital to mid-sized businesses through its direct lending operation.
1663,"11/30/2020, 16:54:06","11/30/2020, 11:00:00",BusinessJournal,These Albany region startups are sending products to market during the pandemic,https://www.bizjournals.com/albany/news/2020/11/30/startups-new-products-during-pandemic.html?ana=brss_1028,"The Business Review has spoken with several companies this year that have launched products, or soon will, after years of investment and development. Though they have been forced to make adjustments because of the pandemic, they’ve still been able to push ahead during a difficult time."
1669,"11/30/2020, 16:54:06","11/30/2020, 08:38:13",BusinessJournal,Engineering infrastructure firm hires aviation manager for Bellevue office,https://www.bizjournals.com/seattle/news/2020/11/30/hntb-kansas-city-omo-esemuede-bellevue-aviation.html?ana=brss_1028,Esemuede lands in the Pacific Northwest after working on the JFK International Airport redevelopment program in New York City.
1673,"11/30/2020, 16:54:06","11/29/2020, 05:27:48",BusinessJournal,Why a Durham CEO calls potential $2.7 billion deal with big pharma 'transformational',https://www.bizjournals.com/triad/news/2020/11/29/precisions-biosciences-eli-lilly-commercial-deal.html?ana=brss_1028,"For a drug startup that went public a year ago, an influx of cash or deal with a major pharmaceutical company can be groundbreaking, but for a Triangle gene therapy firm that just inked a deal worth up to $2.7 billion, the CEO calls it ""transformational."""
1674,"11/30/2020, 16:54:06","11/29/2020, 05:09:35",BusinessJournal,Covid-19 affects people differently. NC firm looks to figure out why.,https://www.bizjournals.com/triad/news/2020/11/29/morrisville-firm-to-explore-why-covid-hits-patient.html?ana=brss_1028,A well-known phenomenon of the Covid-19 era is that the deadly virus presents a wide disparity of symptoms between patients – now a Triangle firm has the federal funding to try to find out why.
